NAME,avg_household_size,total_occupied_units,owner_occupied_units,renter_occupied_units,total_units_bedroom_table,units_0br,units_1br,units_2br,units_3br,units_4br,units_5plus_br,total_occ_per_room_base,owner_1.01_to_1.5_per_room,owner_1.51_to_2_per_room,owner_over_2_per_room,renter_1.01_to_1.5_per_room,renter_1.51_to_2_per_room,renter_over_2_per_room,tenure_age_base,owner_65_to_74,owner_75_to_84,owner_85_plus,moved_in_base,owner_moved_2000_2009,owner_moved_1990_1999,owner_moved_1989_earlier,renter_total_cost_burden_base,renter_30_34_9pct,renter_35_39_9pct,renter_40_49_9pct,renter_50plus_pct,owner_total_cost_burden_base,owner_mtg_30_34_9pct,owner_mtg_35_39_9pct,owner_mtg_40_49_9pct,owner_mtg_50plus_pct,owner_mtg_not_computed,owner_nomtg_30_34_9pct,owner_nomtg_35_39_9pct,owner_nomtg_40_49_9pct,owner_nomtg_50plus_pct,owner_nomtg_not_computed,state,county,tract,avg_bedrooms,pct_overcrowded,pct_owner_65plus_long_tenure,pct_hh_25_34_doubled_up,pct_cost_burdened,bedroom_mismatch,bedroom_mismatch_norm,pct_overcrowded_norm,pct_owner_65plus_long_tenure_norm,pct_cost_burdened_norm,demand_score,ams_res,res_vac,nostat_res,pct_residential_vacant,pct_no_stat,pct_vacant_12mo_plus
Census Tract 1.14; El Paso County; Texas,2.74,1211,787,424,1363,13,202,44,932,172,0,1211,22,0,0,0,13,0,1211,132,86,32,1211,223,106,224,424,15,13,71,84,787,118,21,47,0,14,22,0,0,0,0,48,141,48141000114,2.768892149669846,0.028901734104046242,0.20644095788604458,,0.3266499582289056,0.028892149669845768,0.0220895535408893,0.10866059688903221,0.5482530356973643,0.38403785342797997,0.2700888120562236,1622,21,2,0.012946979038224414,0.0012330456226880395,0.9523809523809523
Census Tract 43.16; El Paso County; Texas,2.55,1996,1117,879,2021,14,222,367,1153,197,68,1996,22,0,0,0,0,0,1996,197,53,0,1996,201,437,169,879,61,13,93,325,1117,67,62,35,49,47,124,0,0,7,24,48,141,48141004316,2.7427016328550224,0.011022044088176353,0.125250501002004,,0.4342857142857143,0.19270163285502262,0.15020383288513514,0.04143910137872311,0.33263247807089585,0.5747889529316785,0.26932785474128756,2037,9,2,0.004418262150220913,0.0009818360333824251,1.0
Census Tract 103.68; El Paso County; Texas,3.17,3481,2880,601,3754,23,129,107,2341,1118,36,3481,145,0,0,0,0,0,3481,122,24,0,3481,1401,217,24,601,84,130,71,127,2880,667,424,164,55,87,74,0,0,0,0,48,141,48141010368,3.2013851891315928,0.04165469692617064,0.041941970698075266,,0.5291691219799647,0.03138518913159283,0.024039342697219374,0.15660735840053852,0.11138687300144579,0.7429404576489724,0.26537190872221,3949,0,28,0.0,0.007090402633578121,
Census Tract 102.12; El Paso County; Texas,2.58,2605,1866,739,2810,20,0,427,1383,932,48,2605,22,0,0,0,0,0,2605,177,117,0,2605,724,213,346,739,32,50,85,135,1866,0,98,230,30,259,12,0,33,0,0,48,141,48141010212,3.192526690391459,0.008445297504798464,0.1128598848368522,,0.30051150895140666,0.612526690391459,0.47854614647473176,0.0317514189450792,0.29972625153393534,0.3377155333954709,0.26459510121082164,2914,14,76,0.004804392587508579,0.02608098833218943,0.9285714285714286
Census Tract 101.01; El Paso County; Texas,3.79,1121,19,1102,1178,0,9,0,596,573,0,1121,19,0,0,0,0,0,1121,0,0,0,1121,0,0,0,1102,93,93,217,209,19,0,0,0,0,0,0,0,0,0,0,48,141,48141010101,3.4711375212224107,0.01694915254237288,0.0,,0.5459411239964318,0.31886247877758933,0.24887336985302091,0.06372299410780534,0.0,0.7726636457671552,0.2620574836447346,1472,2,143,0.001358695652173913,0.09714673913043478,1.0
Census Tract 11.11; El Paso County; Texas,2.04,2681,783,1898,3052,152,1048,1190,335,143,184,2681,0,0,18,121,65,0,2681,223,65,15,2681,146,207,93,1898,162,39,179,281,783,21,72,0,21,0,0,34,0,0,0,48,141,48141001111,1.9413499344692005,0.07609101081685939,0.11189854531891086,,0.3017530772099963,0.09865006553079958,0.07664674366998522,0.28607607500244125,0.2971731859289108,0.3399158292740065,0.26042442503545876,2907,45,20,0.015479876160990712,0.0068799449604403165,1.0
Census Tract 11.10; El Paso County; Texas,2.55,1965,959,1006,2182,0,348,672,690,343,129,1965,0,0,0,0,0,0,1965,99,155,60,1965,280,301,48,1006,0,40,45,383,959,164,31,0,54,72,58,9,13,0,11,48,141,48141001110,2.648487626031164,0.0,0.1597964376590331,,0.42348565356004253,0.09848762603116423,0.07651970084542971,0.0,0.424377424602678,0.5556491843863516,0.26031059241634336,2249,29,1,0.012894619831036016,0.00044464206313917296,1.0
Census Tract 42.02; El Paso County; Texas,2.6,1986,1298,688,2247,106,174,482,954,472,59,1986,0,19,16,26,0,0,1986,196,173,112,1986,189,74,186,688,45,24,11,155,1298,128,0,89,19,106,64,32,122,0,15,48,141,48141004202,2.751668891855808,0.030715005035246726,0.1309164149043303,,0.36943699731903484,0.15166889185580779,0.11811240606162879,0.11547787300805205,0.34767965925412314,0.45986465160313533,0.26015192082905597,2909,16,799,0.005500171880371262,0.27466483327603985,0.0625
Census Tract 101.03; El Paso County; Texas,4.07,1026,0,1026,1075,0,0,61,291,723,0,1026,0,0,0,24,0,0,1026,0,0,0,1026,0,0,0,1026,60,80,101,244,0,0,0,0,0,0,0,0,0,0,0,48,141,48141010103,3.615813953488372,0.023391812865497075,0.0,,0.4727095516569201,0.4541860465116283,0.35470900904455865,0.08794518485053834,0.0,0.6428833250457227,0.2580461885255039,1815,213,28,0.11735537190082644,0.015426997245179064,0.9953051643192489
Census Tract 106.01; El Paso County; Texas,2.83,240,0,240,279,0,32,60,182,5,0,240,0,0,0,0,0,0,240,0,0,0,240,0,0,0,240,31,56,21,35,0,0,0,0,0,0,0,0,0,0,0,48,141,48141010601,2.5734767025089607,0.0,0.0,,0.5958333333333333,0.2565232974910394,0.20011832142637803,0.0,0.0,0.8610821614754456,0.255294204654137,927,2,628,0.002157497303128371,0.6774541531823085,1.0
Census Tract 103.69; El Paso County; Texas,3.1,5004,4256,748,5090,18,0,0,2436,2556,80,5004,108,0,0,0,0,0,5004,270,0,0,5004,1455,15,32,748,154,300,0,124,4256,211,494,346,434,448,61,0,0,0,0,48,141,48141010369,3.522986247544204,0.02158273381294964,0.009392486011191047,,0.466198419666374,0.4229862475442041,0.3303078591069914,0.08114366875598233,0.02494397924283524,0.6313443566609523,0.25447675642413986,6916,0,180,0.0,0.026026604973973393,
Census Tract 102.31; El Paso County; Texas,2.99,1134,838,296,1234,10,36,218,538,384,48,1134,51,0,4,0,0,0,1134,145,54,15,1134,214,185,308,296,3,0,77,5,838,49,17,12,0,20,16,41,32,0,0,48,141,48141010231,3.1296596434359807,0.048500881834215165,0.18871252204585537,,0.22621184919210055,0.13965964343598047,0.10872005479565872,0.18234666303335828,0.5011709601873536,0.20604235794661568,0.25325133940263156,1553,0,277,0.0,0.1783644558918223,
Census Tract 103.46; El Paso County; Texas,3.12,1828,1661,167,1875,37,0,302,870,606,60,1828,27,0,0,0,0,0,1828,280,68,26,1828,402,297,185,167,44,0,18,35,1661,140,144,21,31,71,89,29,0,10,0,48,141,48141010346,3.166933333333333,0.01477024070021882,0.20459518599562362,,0.3192942515651679,0.04693333333333305,0.03619944021303043,0.05553103370554371,0.5433511496932956,0.3710021375549563,0.2524875199663322,2611,0,139,0.0,0.05323630792799693,
Census Tract 103.29; El Paso County; Texas,3.48,1628,1121,507,1695,15,83,118,923,547,9,1628,15,22,0,0,0,0,1628,74,8,0,1628,204,516,250,507,107,30,127,90,1121,69,164,46,34,61,0,0,0,0,0,48,141,48141010329,3.1392330383480824,0.022727272727272728,0.05036855036855037,,0.42565411614550097,0.34076696165191755,0.26600471648379326,0.08544674209910261,0.1337656583558223,0.5594921138882405,0.25214940898750515,2061,0,44,0.0,0.021348859776807377,
Census Tract 103.12; El Paso County; Texas,2.89,1310,1081,229,1321,0,20,214,810,277,0,1310,16,0,0,0,0,0,1310,243,132,6,1310,278,226,215,229,0,17,15,49,1081,10,66,0,0,0,0,33,17,8,0,48,141,48141010312,3.0174110522331565,0.012213740458015267,0.29083969465648857,,0.16412213740458015,0.1274110522331564,0.0991405151718253,0.04591947056318186,0.7723939431860843,0.09600754028726526,0.250704315071657,1423,6,0,0.004216444132115249,0.0,0.8333333333333334
Census Tract 103.60; El Paso County; Texas,2.41,1342,1160,182,1352,12,15,102,934,275,14,1342,0,0,0,0,0,12,1342,144,0,28,1342,482,235,111,182,0,0,0,23,1160,150,64,2,28,0,23,0,0,0,0,48,141,48141010360,3.099852071005917,0.00894187779433681,0.12816691505216096,,0.21609538002980627,0.6898520710059168,0.5390217991647661,0.033618390334073156,0.34037770882705043,0.1881140440990834,0.25001281516470863,1321,0,22,0.0,0.016654049962149888,
Census Tract 43.14; El Paso County; Texas,2.62,1821,887,934,1850,7,398,262,1009,110,64,1821,9,0,0,20,0,0,1821,172,116,21,1821,145,285,93,934,72,95,47,162,887,115,28,31,8,23,39,6,20,6,9,48,141,48141004314,2.5454054054054054,0.015925315760571115,0.1696869851729819,,0.35159306875349355,0.07459459459459472,0.05783312394935836,0.059873719340172944,0.45064412455775515,0.42824180508783793,0.24925022300332184,1772,10,3,0.0056433408577878106,0.001693002257336343,0.9
Census Tract 103.56; El Paso County; Texas,3.5,1418,1226,192,1526,75,0,318,808,325,0,1418,44,0,0,0,0,0,1418,65,40,0,1418,355,492,291,192,31,36,30,0,1226,20,55,43,29,39,0,0,103,0,16,48,141,48141010356,2.857142857142857,0.031029619181946404,0.07404795486600846,,0.2545854732208364,0.6428571428571428,0.5022673864436862,0.11666071417761822,0.19665194570972738,0.25632583416923255,0.2486961365117627,1323,0,116,0.0,0.08767951625094482,
Census Tract 102.30; El Paso County; Texas,3.03,692,450,242,692,0,42,58,500,92,0,692,0,0,0,23,0,0,692,53,20,42,692,116,167,45,242,33,0,35,14,450,93,0,7,0,13,4,7,8,0,9,48,141,48141010230,2.9277456647398843,0.033236994219653176,0.16618497109826588,,0.3,0.10225433526011551,0.07946561843813037,0.12495968642238704,0.4413436937363782,0.33680904192403727,0.24791921352944607,1310,1,288,0.0007633587786259542,0.2198473282442748,1.0
Census Tract 103.58; El Paso County; Texas,3.56,2852,2248,604,3079,51,0,398,1447,1158,25,2852,28,72,0,0,0,0,2852,138,17,0,2852,1093,344,54,604,197,19,103,0,2248,218,92,175,154,120,63,0,0,0,14,48,141,48141010358,3.2133809678467036,0.03506311360448808,0.05434782608695652,,0.3756438557763061,0.3466190321532965,0.2705815809020049,0.13182526831558605,0.1443335709194583,0.47086438922344287,0.2474633867108021,4279,0,179,0.0,0.04183220378593129,
Census Tract 14; El Paso County; Texas,1.86,936,113,823,1157,131,415,481,126,4,0,936,0,0,0,9,9,0,936,31,2,0,936,17,20,6,823,84,95,47,185,113,7,0,0,0,0,0,0,0,0,0,48,141,48141001400,1.5306828003457218,0.019230769230769232,0.027777777777777776,,0.4465811965811966,0.3293171996542783,0.2570499357319825,0.07230108946847144,0.07377049180327869,0.5965788938650024,0.24068766040400819,1285,71,9,0.05525291828793774,0.007003891050583658,0.7605633802816901
Census Tract 11.18; El Paso County; Texas,2.22,1203,557,646,1390,11,511,310,373,134,51,1203,34,0,0,0,0,4,1203,80,252,15,1203,45,70,18,646,54,158,58,38,557,0,0,0,25,0,170,35,0,0,0,48,141,48141001118,2.1877697841726618,0.03158769742310889,0.07315045719035744,,0.4472152950955943,0.032230215827338426,0.024700232311465425,0.11875889674954243,0.19426842729242466,0.5977026374354121,0.238560481669115,1313,12,5,0.00913937547600914,0.003808073115003808,1.0
Census Tract 103.53; El Paso County; Texas,3.43,1427,1295,132,1528,7,0,68,578,780,95,1427,0,37,0,0,0,0,1427,113,47,21,1427,431,625,0,132,0,0,0,54,1295,106,83,124,104,19,7,0,0,0,0,48,141,48141010353,3.576570680628272,0.02592852137351086,0.12683952347582342,,0.33948863636363635,0.14657068062827205,0.11412512983890771,0.0974823378677919,0.3368525049685802,0.4067904410446958,0.23798046383143812,1968,0,72,0.0,0.036585365853658534,
Census Tract 103.71; El Paso County; Texas,3.39,1424,1190,234,1460,0,0,46,858,549,7,1424,89,0,0,0,0,0,1424,16,7,0,1424,712,213,0,234,46,0,13,110,1190,32,267,4,146,0,13,0,0,7,0,48,141,48141010371,3.3541095890410957,0.0625,0.016151685393258428,,0.44803370786516855,0.03589041095890444,0.027562845955205494,0.23497854077253216,0.04289463989685025,0.5991530210380669,0.23651804665653003,2074,0,75,0.0,0.03616200578592092,
Census Tract 103.38; El Paso County; Texas,3.14,2329,1607,722,2329,20,213,174,855,938,129,2329,60,0,20,0,0,0,2329,199,21,0,2329,460,715,288,722,0,169,74,116,1607,134,48,71,84,159,41,13,81,0,0,48,141,48141010338,3.2301416917131816,0.034349506225848,0.094461142121082,,0.3829493087557604,0.09014169171318143,0.06999240254857793,0.12914234958730836,0.25086401678057846,0.483811045978174,0.2364099510755962,2572,0,42,0.0,0.016329704510108865,
Census Tract 102.25; El Paso County; Texas,2.9,1745,1094,651,1795,33,87,238,1075,314,48,1745,19,8,7,15,0,0,1745,100,55,15,1745,275,420,169,651,56,46,94,23,1094,119,170,0,92,34,0,68,13,16,14,48,141,48141010225,2.943732590529248,0.028080229226361032,0.09742120343839542,,0.41072480848556275,0.04373259052924805,0.033696161100379304,0.1055720206106964,0.258725163229837,0.5330345318050228,0.23635076216199974,1912,7,6,0.0036610878661087866,0.0031380753138075313,0.8571428571428571
Census Tract 40.06; El Paso County; Texas,3.22,1145,832,313,1159,5,6,338,524,258,28,1145,12,0,0,32,0,0,1145,294,22,31,1145,269,99,109,313,0,0,38,44,832,31,58,6,13,0,16,0,0,0,0,48,141,48141004006,2.9559965487489217,0.03842794759825328,0.18165938864628822,,0.1799126637554585,0.2640034512510785,0.20596849865493472,0.1444758888243342,0.48243968788030644,0.12399136623430879,0.236144229906941,1021,0,29,0.0,0.02840352595494613,
Census Tract 104.09; El Paso County; Texas,3.36,1856,1577,279,1908,0,35,367,870,619,17,1856,103,0,0,0,0,0,1856,109,129,11,1856,304,752,71,279,0,87,12,0,1577,54,5,44,22,86,100,0,24,9,96,48,141,48141010409,3.1132075471698113,0.05549568965517242,0.1341594827586207,,0.2132616487455197,0.24679245283018858,0.19250789419777595,0.20864473878940357,0.3562923968343697,0.1830921315118721,0.2359411325629367,1706,0,52,0.0,0.03048065650644783,
Census Tract 103.23; El Paso County; Texas,2.75,1410,992,418,1410,42,94,146,855,225,48,1410,0,0,0,0,0,0,1410,106,70,0,1410,313,285,261,418,50,56,38,98,992,81,38,12,147,19,0,29,7,0,0,48,141,48141010323,2.901418439716312,0.0,0.12482269503546099,,0.39971243709561466,0.15141843971631186,0.11791652915183184,0.0,0.3314963376351587,0.5135185082480648,0.23483701730117224,1532,7,22,0.0045691906005221935,0.014360313315926894,0.8571428571428571
Census Tract 2.05; El Paso County; Texas,2.36,1827,669,1158,2127,80,454,659,793,104,37,1827,0,0,0,44,16,16,1827,129,80,19,1827,83,63,271,1158,106,36,11,297,669,0,5,0,8,0,44,18,0,22,20,48,141,48141000205,2.234132581100141,0.04159824849480022,0.12479474548440066,,0.30271167681239625,0.12586741889985875,0.09793325007201648,0.15639513168002142,0.3314221109585722,0.3416146506958126,0.23476437993200594,2719,34,1064,0.01250459727841118,0.39132033835969104,0.8235294117647058
Census Tract 105.06; El Paso County; Texas,3.02,727,543,184,848,21,30,203,463,113,18,727,17,0,0,26,0,0,727,35,29,44,727,102,162,117,184,0,0,0,65,543,8,0,0,0,0,31,25,0,0,16,48,141,48141010506,2.7912735849056602,0.059147180192572216,0.1485557083906465,,0.18143459915611815,0.22872641509433977,0.17837856932518725,0.2223730894793702,0.39452499605384805,0.12668852619011572,0.23269102126983945,207,0,207,0.0,1.0,
Census Tract 103.61; El Paso County; Texas,3.0,1010,798,212,1030,4,0,215,439,337,35,1010,8,0,0,0,0,0,1010,33,4,4,1010,91,461,36,212,0,16,82,30,798,244,5,0,91,3,0,4,4,0,0,48,141,48141010361,3.174757281553398,0.007920792079207921,0.040594059405940595,,0.4726911618669315,0.17475728155339798,0.136169678142648,0.02977945863255853,0.10780717416003896,0.6428507348286009,0.22383225046545713,985,0,37,0.0,0.03756345177664975,
Census Tract 106.02; El Paso County; Texas,3.24,1716,16,1700,1814,9,0,127,1229,439,10,1716,0,0,0,44,17,0,1716,0,0,0,1716,16,0,0,1700,163,145,275,264,16,0,0,0,0,0,0,0,0,0,0,48,141,48141010602,3.1681367144432193,0.035547785547785545,0.0,,0.4935897435897436,0.0718632855567809,0.055696985782983835,0.1336474684114169,0.0,0.6798870096478191,0.2212053900919766,1399,3,1,0.002144388849177984,0.0007147962830593281,1.0
Census Tract 102.10; El Paso County; Texas,2.79,2914,2059,855,3171,0,50,269,1643,1127,82,2914,56,0,0,0,0,0,2914,114,14,0,2914,739,399,402,855,106,105,18,167,2059,84,95,231,47,32,44,0,14,0,0,48,141,48141010210,3.2907600126143173,0.019217570350034317,0.04392587508579272,,0.3160999306037474,0.5007600126143172,0.3911341902210613,0.0722514662087127,0.11665560268685936,0.3653411912497427,0.22040147639097657,2748,10,8,0.00363901018922853,0.002911208151382824,1.0
Census Tract 40.04; El Paso County; Texas,2.83,1808,1350,458,1882,35,17,404,1048,363,15,1808,12,7,22,27,0,0,1808,488,238,102,1808,324,118,124,458,14,28,105,31,1350,74,65,14,0,79,124,4,2,9,45,48,141,48141004004,2.920297555791711,0.03761061946902655,0.1338495575221239,,0.27909738717339666,0.09029755579171095,0.07011430278114195,0.14140301568612557,0.35546931669809956,0.2997656232196589,0.22025250024150567,1984,18,1,0.009072580645161291,0.0005040322580645161,0.5
Census Tract 1.11; El Paso County; Texas,2.4,1272,549,723,1307,0,168,396,457,286,0,1272,9,0,0,0,0,0,1272,85,109,27,1272,148,67,64,723,231,14,0,61,549,52,40,5,15,0,0,0,4,8,20,48,141,48141000111,2.65876052027544,0.007075471698113208,0.1029874213836478,,0.34345047923322686,0.25876052027544016,0.20186803810445353,0.02660134423839987,0.27350757810083515,0.4138115826348233,0.2201838010763253,1201,17,0,0.014154870940882597,0.0,0.5294117647058824
Census Tract 103.36; El Paso County; Texas,3.11,1845,1270,575,1873,58,47,380,885,503,0,1845,27,7,0,0,0,40,1845,105,74,0,1845,350,313,434,575,24,82,74,22,1270,181,26,0,83,78,0,15,0,0,10,48,141,48141010336,2.9225840896956754,0.04010840108401084,0.0970189701897019,,0.2885600455321571,0.18741591030432447,0.14606990533570985,0.15079381695104505,0.25765693722510996,0.3165352595588021,0.21800017534843347,2081,0,39,0.0,0.01874098990869774,
Census Tract 103.52; El Paso County; Texas,3.27,1761,1592,169,1789,42,0,51,911,745,40,1761,11,0,42,0,11,0,1761,106,0,11,1761,420,909,0,169,0,41,9,0,1592,337,109,83,32,59,21,0,0,0,0,48,141,48141010352,3.3622135271101175,0.03634298693923907,0.06643952299829642,,0.37132784958871917,0.09221352711011743,0.07161277087913606,0.13663715261276146,0.1764459463233446,0.46321560265002526,0.2152290872029981,1754,0,24,0.0,0.013683010262257697,
Census Tract 103.70; El Paso County; Texas,3.42,6625,6065,560,7037,66,0,106,3422,2837,606,6625,192,0,0,62,0,0,6625,407,1,0,6625,2731,737,74,560,159,0,176,152,6065,497,654,461,132,293,0,27,0,0,127,48,141,48141010370,3.532187011510587,0.03833962264150943,0.06158490566037736,,0.36390008058017725,0.11218701151058719,0.08723389677614563,0.14414381731314274,0.16355335601608414,0.45005217855059243,0.2140913081908411,9335,0,385,0.0,0.04124263524370648,
Census Tract 43.13; El Paso County; Texas,2.63,1342,422,920,1461,79,275,276,486,284,61,1342,0,0,6,15,6,0,1342,129,86,8,1342,62,65,83,920,31,17,96,198,422,24,27,34,8,18,18,8,0,0,0,48,141,48141004313,2.5503080082135523,0.020119225037257823,0.11028315946348734,,0.34818731117824775,0.07969199178644759,0.061819763520324957,0.0756413782516646,0.29288314480467126,0.4222061527551845,0.2138286905695283,1487,25,10,0.016812373907195696,0.006724949562878279,0.64
Census Tract 102.24; El Paso County; Texas,3.02,1683,1266,417,1861,18,51,142,1063,578,9,1683,28,0,18,16,0,0,1683,12,0,0,1683,676,89,28,417,13,0,9,169,1266,233,76,82,53,84,0,50,0,0,25,48,141,48141010224,3.1601289629231597,0.0368389780154486,0.0071301247771836,,0.43519695044472684,0.14012896292315968,0.10908710636503706,0.1385019087619441,0.018935741211536773,0.5764038372935948,0.21220288852787356,3061,29,16,0.009474028095393662,0.005227049983665469,0.9310344827586207
Census Tract 102.18; El Paso County; Texas,2.94,1466,1392,74,1621,48,0,78,726,661,108,1466,1,0,0,0,0,0,1466,123,17,56,1466,478,437,50,74,10,0,7,18,1392,135,50,23,58,19,11,0,0,0,40,48,141,48141010218,3.40407156076496,0.0006821282401091405,0.13369713506139155,,0.22174840085287847,0.4640715607649599,0.36244040230633445,0.0025645679756893004,0.35506452262205623,0.19813227574460834,0.21155665044563984,1912,21,40,0.010983263598326359,0.02092050209205021,1.0
Census Tract 103.22; El Paso County; Texas,3.24,1744,1322,422,1791,37,24,183,1025,522,0,1744,17,0,0,0,0,0,1744,234,0,23,1744,421,302,155,422,8,7,65,82,1322,55,87,38,62,31,11,16,10,0,42,48,141,48141010322,3.100502512562814,0.00974770642201835,0.1473623853211009,,0.2639138240574506,0.13949748743718615,0.10859323369517702,0.036648029294798594,0.3913558429839073,0.2728574519496778,0.19876637926087126,1949,35,15,0.017957927142124165,0.007696254489481785,0.9714285714285714
Census Tract 103.65; El Paso County; Texas,3.58,1230,968,262,1230,0,100,438,207,438,47,1230,0,66,0,0,0,0,1230,43,7,3,1230,392,77,153,262,0,0,39,44,968,0,22,31,0,66,0,0,0,0,0,48,141,48141010365,2.9138211382113823,0.05365853658536585,0.043089430894308944,,0.11683848797250859,0.6661788617886177,0.5205071437268307,0.20173767402910078,0.11443422630947621,0.012211890513088354,0.19628426015973752,1567,0,97,0.0,0.06190172303765156,
Census Tract 9.02; El Paso County; Texas,2.3,1317,386,931,1797,43,575,455,595,117,12,1317,11,0,0,23,0,0,1317,42,0,16,1317,197,20,84,931,72,59,0,239,386,20,0,52,15,0,9,0,0,0,0,48,141,48141000902,2.1135225375626043,0.025816249050873197,0.04403948367501898,,0.35383447228549736,0.1864774624373955,0.14533595166077004,0.09706023248311124,0.11695731730087008,0.4322139998660819,0.19547808936882538,2252,76,1073,0.03374777975133215,0.47646536412078155,0.9736842105263158
Census Tract 103.72; El Paso County; Texas,3.59,1694,1587,107,1726,0,0,91,1050,552,33,1694,26,0,0,0,0,0,1694,25,39,0,1694,162,516,9,107,0,0,0,0,1587,316,79,66,45,94,2,0,0,0,0,48,141,48141010372,3.305330243337196,0.015348288075560802,0.03778040141676505,,0.3175,0.28466975666280403,0.2221314751386484,0.05770429336562773,0.10033483654944161,0.36782238139045864,0.17877688752239307,3436,0,174,0.0,0.05064027939464494,
Census Tract 102.26; El Paso County; Texas,2.49,2176,1503,673,2264,0,147,398,796,843,80,2176,0,0,0,0,0,0,2176,82,21,0,2176,837,161,29,673,22,51,16,103,1503,109,13,11,33,99,18,0,0,31,0,48,141,48141010226,3.137367491166078,0.0,0.04733455882352941,,0.1959557053442465,0.6473674911660776,0.5057948990879786,0.0,0.1257081726133076,0.1524226973695658,0.17069169731331407,2017,1,100,0.0004957858205255329,0.0495785820525533,1.0
Census Tract 103.63; El Paso County; Texas,3.9,1626,1618,8,1626,62,0,0,324,1175,65,1626,5,46,16,0,0,0,1626,125,10,9,1626,1119,216,0,8,0,0,0,8,1618,48,112,28,41,70,0,0,0,0,4,48,141,48141010363,3.688191881918819,0.04120541205412054,0.08856088560885608,,0.15270618556701032,0.21180811808118083,0.16514688464230132,0.15491820154253041,0.2351944830923719,0.07577629516321556,0.15724753195511626,2423,0,333,0.0,0.13743293437886916,
Census Tract 103.67; El Paso County; Texas,3.37,3272,2672,600,3313,25,196,366,1271,1309,146,3272,0,0,0,0,25,0,3272,106,23,0,3272,1134,386,6,600,155,0,107,95,2672,236,112,79,0,180,41,0,0,0,0,48,141,48141010367,3.2318140658013883,0.007640586797066014,0.03942542787286064,,0.2668175937904269,0.1381859341986118,0.10756747685427656,0.028725982979527158,0.10470359533448234,0.27800348603317,0.12580806060662653,3463,0,34,0.0,0.009818076812012706,
Census Tract 9800; El Paso County; Texas,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,141,48141980000,,,,,,,,,,,,10,0,10,0.0,1.0,
